"datetime","oxygen","chla","daily_pH","daily_turbidity","temperature","precipitation_flux","surface_downwelling_longwave_flux_in_air","surface_downwelling_shortwave_flux_in_air","air_temperature"
2017-08-27,NA,NA,NA,NA,31.4623404255319,NA,NA,NA,NA
2017-08-28,NA,NA,NA,NA,31.0953191489362,NA,NA,NA,NA
2017-08-29,NA,NA,NA,NA,31.1115957446809,NA,NA,NA,NA
2017-08-30,NA,NA,NA,NA,31.4415957446808,NA,NA,NA,NA
2017-08-31,NA,NA,NA,NA,31.7204166666667,NA,NA,NA,NA
2017-09-01,NA,NA,NA,NA,31.5871875,NA,NA,NA,NA
2017-09-02,NA,NA,NA,NA,31.0509375,NA,NA,NA,NA
2017-09-03,NA,NA,NA,NA,31.063085106383,NA,NA,NA,NA
2017-09-04,NA,NA,NA,NA,31.4016666666667,NA,NA,NA,NA
2017-09-05,NA,NA,NA,NA,31.0060416666667,NA,NA,NA,NA
2017-09-06,NA,NA,NA,NA,30.7786458333333,NA,NA,NA,NA
2017-09-07,NA,NA,NA,NA,30.5036458333333,NA,NA,NA,NA
2017-09-08,NA,NA,NA,NA,30.1615625,NA,NA,NA,NA
2017-09-09,NA,NA,NA,NA,29.7430208333333,NA,NA,NA,NA
2017-09-10,NA,NA,NA,NA,28.9102083333333,NA,NA,NA,NA
2017-09-11,NA,NA,NA,NA,27.1248936170213,NA,NA,NA,NA
2017-09-12,NA,NA,NA,NA,26.5742708333333,NA,NA,NA,NA
2017-09-13,NA,NA,NA,NA,27.3460416666667,NA,NA,NA,NA
2017-09-14,NA,NA,NA,NA,28.4871111111111,NA,NA,NA,NA
2017-09-15,NA,NA,NA,NA,29.2962222222222,NA,NA,NA,NA
2017-09-16,NA,NA,NA,NA,29.2824468085106,NA,NA,NA,NA
2017-09-17,NA,NA,NA,NA,28.8433333333333,NA,NA,NA,NA
2017-09-18,NA,NA,NA,NA,28.7953125,NA,NA,NA,NA
2017-09-19,NA,NA,NA,NA,28.7973958333333,NA,NA,NA,NA
2017-09-20,NA,NA,NA,NA,29.1069565217391,NA,NA,NA,NA
2017-09-21,NA,NA,NA,NA,29.2852083333333,NA,NA,NA,NA
2017-09-22,NA,NA,NA,NA,28.9991666666667,NA,NA,NA,NA
2017-09-23,NA,NA,NA,NA,28.9122916666667,NA,NA,NA,NA
2017-09-24,NA,NA,NA,NA,28.9190217391304,NA,NA,NA,NA
2017-09-25,NA,NA,NA,NA,29.36,NA,NA,NA,NA
2017-09-26,NA,NA,NA,NA,29.6972916666667,NA,NA,NA,NA
2017-09-27,NA,NA,NA,NA,29.9667021276596,NA,NA,NA,NA
2017-09-28,NA,NA,NA,NA,30.1548936170213,NA,NA,NA,NA
2017-09-29,NA,NA,NA,NA,30.149375,NA,NA,NA,NA
2017-09-30,NA,NA,NA,NA,29.8292708333333,NA,NA,NA,NA
2017-10-01,NA,NA,NA,NA,28.8857608695652,NA,NA,NA,NA
2017-10-02,NA,NA,NA,NA,28.2128723404255,NA,NA,NA,NA
2017-10-03,NA,NA,NA,NA,27.8963541666667,NA,NA,NA,NA
2017-10-04,NA,NA,NA,NA,27.6215625,NA,NA,NA,NA
2017-10-05,NA,NA,NA,NA,27.3227083333333,NA,NA,NA,NA
2017-10-06,NA,NA,NA,NA,27.6013043478261,NA,NA,NA,NA
2017-10-07,NA,NA,NA,NA,28.3216666666667,NA,NA,NA,NA
2017-10-08,NA,NA,NA,NA,28.4105208333333,NA,NA,NA,NA
2017-10-09,NA,NA,NA,NA,28.8747872340426,NA,NA,NA,NA
2017-10-10,NA,NA,NA,NA,29.5203125,NA,NA,NA,NA
2017-10-11,NA,NA,NA,NA,29.5739583333333,NA,NA,NA,NA
2017-10-12,NA,NA,NA,NA,29.2677659574468,NA,NA,NA,NA
2017-10-13,NA,NA,NA,NA,28.8238043478261,NA,NA,NA,NA
2017-10-14,NA,NA,NA,NA,28.5466666666667,NA,NA,NA,NA
2017-10-15,NA,NA,NA,NA,28.585,NA,NA,NA,NA
2017-10-16,NA,NA,NA,NA,28.9127659574468,NA,NA,NA,NA
2017-10-17,NA,NA,NA,NA,28.33125,NA,NA,NA,NA
2017-10-18,NA,NA,NA,NA,27.1442708333333,NA,NA,NA,NA
2017-10-19,NA,NA,NA,NA,26.568085106383,NA,NA,NA,NA
2017-10-20,NA,NA,4.54318181818182,-7.36445454545455,26.425625,NA,NA,NA,NA
2017-10-21,NA,NA,4.64375,-7.37677083333333,26.3459574468085,NA,NA,NA,NA
2017-10-22,NA,NA,4.55684027777778,-7.39319444444444,26.4333333333333,NA,NA,NA,NA
2017-10-23,NA,NA,4.56013888888889,-7.44333333333333,26.5722340425532,NA,NA,NA,NA
2017-10-24,NA,NA,4.55503472222222,-7.42795138888889,26.4547916666667,NA,NA,NA,NA
2017-10-25,NA,NA,4.52427083333333,-7.42576388888889,25.8677659574468,NA,NA,NA,NA
2017-10-26,NA,NA,5.07288194444444,-7.43680555555556,24.9620833333333,NA,NA,NA,NA
2017-10-27,NA,NA,5.82295138888889,-7.44236111111111,24.3462765957447,NA,NA,NA,NA
2017-10-28,NA,NA,5.98881944444444,-7.45899305555556,24.0759375,NA,NA,NA,NA
2017-10-29,NA,NA,5.9690625,-7.44291666666667,23.8422222222222,NA,NA,NA,NA
2017-10-30,NA,NA,6.0184375,-7.4059375,22.8790425531915,NA,NA,NA,NA
2017-10-31,NA,NA,6.02087108013937,-7.41379790940767,22.3957291666667,NA,NA,NA,NA
2017-11-01,NA,NA,5.99194444444444,-7.42166666666667,22.2159574468085,NA,NA,NA,NA
2017-11-02,6.87,0.4,5.96857638888889,-7.41854166666667,22.3140425531915,NA,NA,NA,NA
2017-11-03,NA,NA,5.93472222222222,-7.31711805555556,22.5509574468085,NA,NA,NA,NA
2017-11-04,NA,NA,5.9223178807947,-7.34198675496689,22.671875,NA,NA,NA,NA
2017-11-05,NA,NA,NA,NA,22.7145744680851,NA,NA,NA,NA
2017-11-06,NA,NA,5.88510373443983,-7.46095435684647,23.0910416666667,NA,NA,NA,NA
2017-11-07,NA,NA,5.85871527777778,-7.37138888888889,23.571875,NA,NA,NA,NA
2017-11-08,7.265,0.468,5.845,-7.39225694444444,23.7528125,NA,NA,NA,NA
2017-11-09,NA,NA,5.82128472222222,-7.35520833333333,23.7925531914894,NA,NA,NA,NA
2017-11-10,NA,NA,5.78677083333333,-7.36288194444444,23.0928888888889,NA,NA,NA,NA
2017-11-11,NA,NA,5.37319444444444,-7.36371527777778,22.4784042553191,NA,NA,NA,NA
2017-11-12,NA,NA,5.17246527777778,-7.34684027777778,22.2834375,NA,NA,NA,NA
2017-11-13,NA,NA,5.46319444444444,-7.35572916666667,22.4262765957447,NA,NA,NA,NA
